ssnumber|songid|post_title|song_artist|song_title
603960071441|16561570|SHED|TITLE FIGHT|SHED
603960071441|16650759|MISSED|TITLE FIGHT|MISSED
603960071452|5716938|FOR A PESSIMIST, I'M PRETTY OP|PARAMORE|FOR A PESSIMIST, I'M PRETTY OP
603960071452|11632510|TELL ME I'M A WRECK|EVERY AVENUE|TELL ME I'M A WRECK
603960071452|15183897|ALL SIGNS POINT TO LAUDERDALE|A DAY TO REMEMBER|ALL SIGNS POINT TO LAUDERDALE
603960071458|17591591|MEET YOU IN THE MIDDLE|CHUCK RAGAN|MEET YOU IN THE MIDDLE
603960071458|11728632|LIVE BY THE SWORD|CHUCK RAGAN (LIVE DUET WITH PA|LIVE BY THE SWORD
603960071458|17591585|NOMAD BY FATE|CHUCK RAGAN|NOMAD BY FATE
603960071459|17469409|BEHOLD THE HURRICANE|THE HORRIBLE CROWES|BEHOLD THE HURRICANE
603960071459|17775187|LADYKILLER|THE HORRIBLE CROWES|LADYKILLER
603960071459|17775183|SUGAR|THE HORRIBLE CROWES|SUGAR
604271624802|15562168|HEAR ME NOW|HOLLYWOOD UNDEAD|HEAR ME NOW
604271624802|16314855|COMIN IN HOT|HOLLYWOOD UNDEAD|COMIN IN HOT
604271624802|16314790|LEVITATE|HOLLYWOOD UNDEAD|LEVITATE
604630000003|17726976|SANTA FE|BEIRUT|SANTA FE
604630000003|10430042|EAST HARLEM|BEIRUT|EAST HARLEM
604630000003|17188252|GOSHEN|BEIRUT|GOSHEN
605600000045|16642698|I TORE YOU APART IN MY HEAD|BALANCE AND COMPOSURE|I TORE YOU APART IN MY HEAD
605600000045|16642697|STONEHANDS|BALANCE AND COMPOSURE|STONEHANDS
605600000045|16642695|SEPARATION|BALANCE AND COMPOSURE|SEPARATION
607690000932|2174021|GOD'S GRACE|TRIN-I-TEE 5-7|GOD'S GRACE
607690000932|16518033|OVER & OVER|TRIN-I-TEE 5:7 FEAT. PJ MORTON|OVER & OVER
607690000932|5993910|LISTEN|TRIN-I-TEE 5:7|LISTEN
607690005218|17789692|JESUS|LE'ANDRIA JOHNSON|JESUS
607690005218|19397816|SOONER OR LATER|LE'ANDRIA JOHNSON|SOONER OR LATER
607690005218|17907857|SUNDAY BEST MEDLEY 1|LE'ANDRIA JOHNSON|SUNDAY BEST MEDLEY 1
618222206728|17179816|SKYLINE RADIO|CODY CANADA & THE DEPARTED|SKYLINE RADIO
618222206728|17179766|BALLAD OF ROSALIE|CODY CANADA & THE DEPARTED|BALLAD OF ROSALIE
618222206728|17179776|STARIN' DOWN THE SUN|CODY CANADA & THE DEPARTED|STARIN' DOWN THE SUN
624550528216|17066332|TOGETHER YOU AND I|DOLLY PARTON|TOGETHER YOU AND I
624550528216|17243415|BETTER DAY|DOLLY PARTON|BETTER DAY
624550528216|17243411|COUNTRY IS AS COUNTRY DOES|DOLLY PARTON|COUNTRY IS AS COUNTRY DOES
634450002247|17189022|SOMEONE'S GONNA BREAK YOUR HEA|FOUNTAINS OF WAYNE|SOMEONE'S GONNA BREAK YOUR HEA
634450002247|17049100|RICHIE AND RUBEN|FOUNTAINS OF WAYNE|RICHIE AND RUBEN
634450002247|17667319|SKY FULL OF HOLES|FOUNTAINS OF WAYNE|SKY FULL OF HOLES
634450002248|17704048|SENSITIVE MAN|NICK LOWE|SENSITIVE MAN
634450002248|17704047|HOUSE FOR SALE|NICK LOWE|HOUSE FOR SALE
634450002248|17315414|CHECKOUT TIME|NICK LOWE|CHECKOUT TIME
634900040529|16114869|YONKERS|TYLER, THE CREATOR|YONKERS
634900040529|16779969|SHE|TYLER, THE CREATOR|SHE
634900040529|16114870|SANDWITCHES|TYLER THE CREATOR|SANDWITCHES
634900040530|16950997|HURTING|FRIENDLY FIRES|HURTING
634900040530|16967314|HAWAIIAN AIR|FRIENDLY FIRES|HAWAIIAN AIR
634900040530|16950995|BLUE CASSETTE|FRIENDLY FIRES|BLUE CASSETTE
634900040548|964254|HOPPPOLLA |SIGUR ROS|HOPPPOLLA 
634900040548|964257|SAEGLPUR |SIGUR ROS|SAEGLPUR 
634900040548|964253|GLOSOLI|SIGUR ROS|GLOSOLI
638570000001|16463419|OCEANEA|THOMAS DOLBY|OCEANEA
638570000001|16463417|TO THE LIFEBOATS|THOMAS DOLBY|TO THE LIFEBOATS
638570000001|16463418|SIMONE|THOMAS DOLBY|SIMONE
643350630191|16774511|SAY YOU'RE MINE|KATE VOEGELE|SAY YOU'RE MINE
643350630191|16774506|IMPATIENT GIRL|KATE VOEGELE|IMPATIENT GIRL
643350630191|16774521|GRAVITY HAPPENS|KATE VOEGELE|GRAVITY HAPPENS
643550030000|105320|WE LIKE TO PARTY|COUNTDOWN KIDS|WE LIKE TO PARTY
643550030000|4212537|WEREWOLVES OF LONDON|COUNTDOWN KIDS|WEREWOLVES OF LONDON
643550030000|105312|GET THE PARTY STARTED|COUNTDOWN KIDS|GET THE PARTY STARTED
643550061369|17059250|I LOVE YOU THIS BIG|SCOTTY MCCREERY|I LOVE YOU THIS BIG
643550061369|16866130|GONE|SCOTTY MCCREERY|GONE
643550061369|17001868|AMAZED|SCOTTY MCCREERY|AMAZED
643550079059|16916553|THE EDGE OF GLORY|LADY GAGA|THE EDGE OF GLORY
643550079059|17001784|YOU AND I|LADY GAGA|YOU AND I
643550079059|18639737|WHITE CHRISTMAS|LADY GAGA|WHITE CHRISTMAS
643550087510|17586118|BAD|THE CAB|BAD
643550087510|17906448|LA LA|CAB|LA LA
643550087510|17906296|ANGEL WITH A SHOTGUN|CAB|ANGEL WITH A SHOTGUN
643550215870|17930812|SUMMER IS OVER|JON MCLAUGHLIN FEAT. SARA BAREILLES |SUMMER IS OVER
643550215870|17930815|MAYBE IT'S OVER|JON MCLAUGHLIN|MAYBE IT'S OVER
643550215870|19911667|I'LL FOLLOW YOU|JON MCLAUGHLIN|I'LL FOLLOW YOU
643550231331|15237905|ROLLING IN THE DEEP|ADELE|ROLLING IN THE DEEP
643550231331|15825981|RUMOUR HAS IT|ADELE|RUMOUR HAS IT
643550231331|15825994|ONE AND ONLY|ADELE |ONE AND ONLY
643550240032|1238298|ME CAI DE LA NUBE|CORNELIO REYNA|ME CAI DE LA NUBE
643550240032|1661406|TE VAS ANGEL MIO|CORNELIO REYNA|TE VAS ANGEL MIO
643550240032|1661401|YA NO LLORES|CORNELIO REYNA|YA NO LLORES
643550256711|3459973|DILEMMA|NELLY|DILEMMA
643550256711|10264977|WHEN LOVE TAKES OVER|DAVID GUETTA FEAT. KELLY ROWLAND |WHEN LOVE TAKES OVER
643550256711|5182874|LIKE THIS|KELLY ROWLAND FEAT. EVE|LIKE THIS
643550263794|14937702|JUSTIN'S BEAVER|RUCKA RUCKA ALI|JUSTIN'S BEAVER
643550263794|15652664|ONLY 17|RUCKA RUCKA ALI|ONLY 17
643550263794|14961846|I'M AFRAID (OF BLACK PPL)|RUCKA RUCKA ALI|I'M AFRAID (OF BLACK PPL)
643550280499|10757616|ONE DAY|MATISYAHU|ONE DAY
643550280499|1922335|KING WITHOUT A CROWN|MATISYAHU|KING WITHOUT A CROWN
643550280499|3368108|JERUSALEM|MATISYAHU|JERUSALEM
643550290795|139143|HOUND DOG|ELVIS PRESLEY|HOUND DOG
643550290795|139146|LOVE ME TENDER|ELVIS PRESLEY|LOVE ME TENDER
643550290795|139141|DON'T BE CRUEL|ELVIS PRESLEY|DON'T BE CRUEL
643550293033|897290|RING OF FIRE|JOHNNY CASH|RING OF FIRE
643550293033|780071|I WALK THE LINE|JOHNNY CASH|I WALK THE LINE
643550293033|780043|FOLSOM PRISON BLUES|JOHNNY CASH|FOLSOM PRISON BLUES
643550293185|3180556|ONE, TWO STEP|CIARA|ONE, TWO STEP
643550293185|3167918|GOODIES|CIARA FEAT. PETEY PABLO|GOODIES
643550293185|9959655|LOVE SEX MAGIC|CIARA FEAT. JUSTIN TIMBERLAKE|LOVE SEX MAGIC
643550293190|10600297|WELCOME HOME|COHEED AND CAMBRIA|WELCOME HOME
643550293190|3364400|A FAVOR HOUSE ATLANTIC|COHEED AND CAMBRIA|A FAVOR HOUSE ATLANTIC
643550293190|3367223|THE SUFFERING|COHEED AND CAMBRIA|THE SUFFERING
643550294238|1380202|WHY ME|KRIS KRISTOFFERSON|WHY ME
643550294238|1380266|ME AND BOBBY MCGEE|KRIS KRISTOFFERSON|ME AND BOBBY MCGEE
643550294238|1380198|LOVING HER WAS EASIER (THAN AN|KRIS KRISTOFFERSON|LOVING HER WAS EASIER (THAN AN
643550298272|18231943|ZAPATA SE QUEDA|LILA DOWNS|ZAPATA SE QUEDA
643550298272|18231931|CUCURRUCUCU PALOMA|LILA DOWNS|CUCURRUCUCU PALOMA
643550298272|18231935|MEZCALITO|LILA DOWNS|MEZCALITO
643550357305|17140835|BEWITCHED|BLOOD ON THE DANCE FLOOR FEAT. LADY NOGRADY|BEWITCHED
643550357305|15625860|YO, HO|BLOOD ON THE DANCE FLOOR|YO, HO
643550357305|17207690|STAR POWER!|BLOOD ON THE DANCE FLOOR|STAR POWER!
643550368558|16821080|COLLEGE HUMOR|MIKE STUD|COLLEGE HUMOR
643550368558|18293406|HAPPY ENDING|MIKE STUD|HAPPY ENDING
643550368558|18293396|BOTTLE IT UP|MIKE STUD FEAT. KINETICS|BOTTLE IT UP
643550369438|17330188|SWIMSUITS|COOL KIDS FEAT. MAYER HAWTHORNE|SWIMSUITS
643550369438|17542108|RUSH HOUR TRAFFIC|COOL KIDS|RUSH HOUR TRAFFIC
643550369438|17542116|ROLL CALL|COOL KIDS FEAT. ASHER ROTH|ROLL CALL
643550449534|17714870|BLOOD PRESSURE|MUTEMATH|BLOOD PRESSURE
643550449534|17714871|ODD SOUL|MUTEMATH|ODD SOUL
643550449534|18170886|ALLIES|MUTEMATH|ALLIES
643550478037|17469996|SOMEBODY THAT I USED TO KNOW|GOTYE FEAT. KIMBRA|SOMEBODY THAT I USED TO KNOW
643550478037|15103846|EYES WIDE OPEN|GOTYE|EYES WIDE OPEN
643550478037|17894276|SAVE ME|GOTYE|SAVE ME
643550478965|18578961|SILENT NIGHT/STILLE NACHT|IL VOLO|SILENT NIGHT/STILLE NACHT
643550478965|18578964|THE CHRISTMAS SONG|IL VOLO|THE CHRISTMAS SONG
643550478965|18578963|CHRISTMAS MEDLEY|IL VOLO|CHRISTMAS MEDLEY
643550500052|16706497|AMEN|EDENS EDGE|AMEN
643550500052|16916647|SWINGIN' DOOR|EDENS EDGE|SWINGIN' DOOR
643550500052|16916774|CHRIST ALONE|EDENS EDGE|CHRIST ALONE
643550528857|18351861|BORN IS THE KING (IT'S CHRISTM|HILLSONG|BORN IS THE KING (IT'S CHRISTM
643550528857|36730|EMMANUEL|HILLSONG|EMMANUEL
643550528857|18351863|O COME LET US ADORE HIM|HILLSONG|O COME LET US ADORE HIM
643550611112|6488298|EL AZABACHE DEL DIABLO (ALBUM|LOS HURACANES DEL NORTE|EL AZABACHE DEL DIABLO (ALBUM
643550611112|1456751|ESCUADRAS DEL SUR|LOS HURACANES DEL NORTE|ESCUADRAS DEL SUR
643550611112|3448180|BARAJA ENSANGRENTADA|LOS HURACANES DEL NORTE|BARAJA ENSANGRENTADA
643550620737|16452896|I FEEL LIKE DANCING|ALL TIME LOW|I FEEL LIKE DANCING
643550620737|15711384|FOR YOU, AND YOUR DENIAL|YELLOWCARD|FOR YOU, AND YOUR DENIAL
643550620737|13478988|BOTH SIDES OF THE STORY|WE ARE THE IN CROWD|BOTH SIDES OF THE STORY
643550657876|17040405|WE BROS|WU LYF|WE BROS
643550657876|17040410|HEAVY POP|WU LYF|HEAVY POP
643550657876|17040406|SPITTING BLOOD|WU LYF|SPITTING BLOOD
643550730813|11512022|BABY|RELIENT K|BABY
643550730813|17321316|GIRLS JUST WANT TO HAVE FUN|RELIENT K|GIRLS JUST WANT TO HAVE FUN
643550730813|17321315|EVERYBODY WANTS TO RULE THE WORLD|RELIENT K|EVERYBODY WANTS TO RULE THE WORLD
643550731171|85698|MY HEART WILL GO ON|CELINE DION|MY HEART WILL GO ON
643550731171|85488|BECAUSE YOU LOVED ME|CELINE DION|BECAUSE YOU LOVED ME
643550731171|6228736|TAKING CHANCES|CELINE DION|TAKING CHANCES
643550813011|891247|SILENT NIGHT, HOLY NIGHT|MAHALIA JACKSON|SILENT NIGHT, HOLY NIGHT
643550813011|37764|RUDOLPH THE RED NOSED REINDEER|VARIOUS ARTISTS|RUDOLPH THE RED NOSED REINDEER
643550813011|1622064|FELIZ NAVIDAD|VARIOUS ARTISTS|FELIZ NAVIDAD
643550847918|16768659|LOOK AT ME NOW|KARMIN|LOOK AT ME NOW
643550847918|16768658|6 FOOT 7 FOOT|KARMIN|6 FOOT 7 FOOT
643550847918|17001409|JUST A KISS (LIVE) [ORIGINAL B|KARMIN|JUST A KISS (LIVE) [ORIGINAL B
643550899680|15359063|SCARY MONSTERS AND NICE SPRITE|SKRILLEX|SCARY MONSTERS AND NICE SPRITE
643550899680|17179506|FIRST OF THE YEAR|SKRILLEX|FIRST OF THE YEAR
643550899680|17179507|RUFFNECK|SKRILLEX|RUFFNECK
643550936136|17059250|I LOVE YOU THIS BIG|SCOTTY MCCREERY|I LOVE YOU THIS BIG
643550936136|16866130|GONE|SCOTTY MCCREERY|GONE
643550936136|17001868|AMAZED|SCOTTY MCCREERY|AMAZED
644900000087|16798153|MASSIVE TRANSIT|CINDY BRADLEY|MASSIVE TRANSIT
644900000087|16798159|DEJA BLUE|CINDY BRADLEY|DEJA BLUE
644900000087|16798157|LIFTED|CINDY BRADLEY|LIFTED
645150527698|16774776|PANIC|SUBLIME WITH ROME|PANIC
645150527698|17326577|TAKE IT OR LEAVE IT|SUBLIME WITH ROME|TAKE IT OR LEAVE IT
645150527698|17326580|CAN YOU FEEL IT|SUBLIME WITH ROME FEAT. WIZ KHALIFA|CAN YOU FEEL IT
647080919610|17183348|MAKE A MOVE|ICON FOR HIRE|MAKE A MOVE
647080919610|17714068|GET WELL|ICON FOR HIRE|GET WELL
647080919610|17714070|OFF WITH HER HEAD|ICON FOR HIRE|OFF WITH HER HEAD
647090919967|17714060|ENDSEEKERS|OH, SLEEPER|ENDSEEKERS
647090919967|17715236|HUSH YAEL|OH, SLEEPER|HUSH YAEL
647090919967|17715244|CHILDREN OF FIRE|OH, SLEEPER|CHILDREN OF FIRE
647510527941|16711386|SO IN LOVE|JILL SCOTT FEAT. ANTHONY HAMILTON |SO IN LOVE
647510527941|17183734|SO GONE (WHAT MY MIND SAYS)|JILL SCOTT FEAT. PAUL WALL |SO GONE (WHAT MY MIND SAYS)
647510527941|17183731|BLESSED|JILL SCOTT|BLESSED
651030032222|10024303|LITTLE LION MAN|MUMFORD & SONS|LITTLE LION MAN
651030032222|11664618|THE CAVE|MUMFORD & SONS|THE CAVE
651030032222|10024309|WHITE BLANK PAGE|MUMFORD & SONS|WHITE BLANK PAGE
653740000041|16503398|TRUE LOVES|HOORAY FOR EARTH|TRUE LOVES
653740000041|16503401|NO LOVE|HOORAY FOR EARTH|NO LOVE
653740000041|16503397|SAILS|HOORAY FOR EARTH|SAILS
655600050190|14957148|BABY MISSILES|THE WAR ON DRUGS|BABY MISSILES
655600050190|14957152|BROTHERS|THE WAR ON DRUGS|BROTHERS
655600050190|17663618|I WAS THERE|THE WAR ON DRUGS|I WAS THERE
655600050211|17918464|AN ARGUMENT WITH MYSELF|JENS LEKMAN|AN ARGUMENT WITH MYSELF
655600050211|17918465|WAITING FOR KIRSTEN|JENS LEKMAN|WAITING FOR KIRSTEN
655600050211|17918467|NEW DIRECTIONS|JENS LEKMAN|NEW DIRECTIONS
655600050235|16711268|BLACK HILLS|GARDENS & VILLA|BLACK HILLS
655600050235|16711271|ORANGE BLOSSOM|GARDENS & VILLA|ORANGE BLOSSOM
655600050235|16711274|STAR FIRE POWER|GARDENS & VILLA|STAR FIRE POWER
666600052135|16774710|HOLOCENE|BON IVER|HOLOCENE
666600052135|16774715|CALGARY|BON IVER|CALGARY
666600052135|16774711|TOWERS|BON IVER|TOWERS
666600052185|16321355|RIDER|OKKERVIL RIVER|RIDER
666600052185|16321353|WAKE AND BE FINE|OKKERVIL RIVER|WAKE AND BE FINE
666600052185|16650736|THE VALLEY|OKKERVIL RIVER|THE VALLEY
670030030924|15183511|ACE OF HZ|LADYTRON|ACE OF HZ
670030030924|16871701|WHITE ELEPHANT|LADYTRON|WHITE ELEPHANT
670030030924|16871702|MIRAGE|LADYTRON|MIRAGE
673200001050|9760869|ALONE TOGETHER WITH HANK JONES|CHRISTIAN MCBRIDE, HANK JONES|ALONE TOGETHER WITH HANK JONES
673200001050|18284098|CONSIDER ME GONE|CHRISTIAN MCBRIDE FEAT. STING |CONSIDER ME GONE
673200001050|10762322|FAT BACHS AND GREENS WITH REGI|CHRISTIAN MCBRIDE|FAT BACHS AND GREENS WITH REGI
673960010313|5851102|SAVING GRACE|EVERLAST|SAVING GRACE
673960010313|17715150|I GET BY|EVERLAST|I GET BY
673960010313|17775356|LONG TIME|EVERLAST|LONG TIME
677800000076|17775208|THIS IS NOT THE END|GUNGOR|THIS IS NOT THE END
677800000076|17775203|WHEN DEATH DIES|GUNGOR|WHEN DEATH DIES
677800000076|17775209|YOU ARE THE BEAUTY|GUNGOR|YOU ARE THE BEAUTY
679140888210|17142043|FREE|DARA MACLEAN|FREE
679140888210|16711390|SUITCASES|DARA MACLEAN|SUITCASES
679140888210|17142044|YOURS FOREVER|DARA MACLEAN|YOURS FOREVER
680320003011|18412331|CONQUER|MOBB DEEP|CONQUER
680320003011|18412332|GET IT FOREVER|MOBB DEEP FEAT. NAS|GET IT FOREVER
680320003011|18412330|BLACK COCAINE|MOBB DEEP|BLACK COCAINE
716010008204|17616297|MISSION TO MARS|PRO|MISSION TO MARS
716010008204|17800382|GOING IN|PRO FEAT. LECRAE & TEDASHII|GOING IN
716010008204|17800380|STRONGER|PRO FEAT. JAI|STRONGER
720190016035|17665076|VOMIT|GIRLS|VOMIT
720190016035|17984960|HONEY BUNNY|GIRLS|HONEY BUNNY
720190016035|17984968|LOVE, LIKE A RIVER|GIRLS|LOVE, LIKE A RIVER
722590021762|17884004|SKIN|ZOLA JESUS|SKIN
722590021762|17884011|LICK THE PALM OF THE BURNING HANDSHAKE|ZOLA JESUS|LICK THE PALM OF THE BURNING HANDSHAKE
722590021762|17884009|SEEKIR|ZOLA JESUS|SEEKIR
724360298082|13767113|PUT YOUR HANDS UP (IF YOU FEEL LOVE)|KYLIE MINOGUE|PUT YOUR HANDS UP (IF YOU FEEL LOVE)
724360298082|18824876|CAN'T GET YOU OUT OF MY HEAD (APHRODITE LES FOLIES-LIVE IN L|KYLIE MINOGUE|CAN'T GET YOU OUT OF MY HEAD (APHRODITE LES FOLIES-LIVE IN L
724360298082|18894527|ON A NIGHT LIKE THIS (APHRODITE LES FOLIES-LIVE IN LONDON)|KYLIE MINOGUE|ON A NIGHT LIKE THIS (APHRODITE LES FOLIES-LIVE IN LONDON)
724360846922|17326234|JUNK OF THE HEART (HAPPY)|KOOKS|JUNK OF THE HEART (HAPPY)
724360846922|17599703|HOW'D YOU LIKE THAT|KOOKS|HOW'D YOU LIKE THAT
724360846922|17599712|ESKIMO KISS|KOOKS|ESKIMO KISS
724370679780|2442893|CHRISTMAS SONG|DAVE  KOZ & FRIENDS|CHRISTMAS SONG
724370679780|586567|HAVE YOURSELF A MERRY LITTLE C|DAVE KOZ|HAVE YOURSELF A MERRY LITTLE C
724370679780|2193090|EIGHT CANDLES|DAVE  KOZ & FRIENDS|EIGHT CANDLES
724370714912|17530501|WHAT A LITTLE BIT OF LOVE CAN|JEFF BRIDGES|WHAT A LITTLE BIT OF LOVE CAN
724370714912|17530507|MAYBE I MISSED THE POINT|JEFF BRIDGES|MAYBE I MISSED THE POINT
724370714912|17530506|BLUE CAR|JEFF BRIDGES|BLUE CAR
726030678576|18210128|A CASE OF YOU|JAMES BLAKE|A CASE OF YOU
726030678576|17963666|FALL CREEK BOYS CHOIR|JAMES  BLAKE & BON IVER|FALL CREEK BOYS CHOIR
726030678576|18210130|ENOUGH THUNDER|BLAKE, JAMES [DUBSTEP]|ENOUGH THUNDER
731411542102|17237908|DANCE (A$$)|BIG SEAN FEAT. NICKI MINAJ|DANCE (A$$)
731411542102|17237821|MARVIN & CHARDONNAY|BIG SEAN FEAT. KANYE WEST & ROSCOE DASH|MARVIN & CHARDONNAY
731411542102|16185478|MY LAST|BIG SEAN FEAT. CHRIS BROWN|MY LAST
731411601802|18100633|IF I HAD A GUN...|NOEL GALLAGHER'S HIGH FLYING BIRDS|IF I HAD A GUN...
731411601802|18084393|AKA... WHAT A LIFE!|NOEL GALLAGHER'S HIGH FLYING B|AKA... WHAT A LIFE!
731411601802|18283669|A SIMPLE GAME OF GENIUS|NOEL GALLAGHER'S HIGH FLYING B|A SIMPLE GAME OF GENIUS
731411617402|18541046|LET'S ROLL|YELAWOLF FEAT. KID ROCK|LET'S ROLL
731411617402|17769496|HARD WHITE|YELAWOLF FEAT. LIL JON|HARD WHITE
731411617402|18541072|THROW IT UP|YELAWOLF|THROW IT UP
732520001101|17242087|THE FEEL AGAIN (STAY)|BLUE OCTOBER|THE FEEL AGAIN (STAY)
732520001101|17063380|THE CHILLS|BLUE OCTOBER|THE CHILLS
732520001101|17536352|THE WORRY LIST|BLUE OCTOBER|THE WORRY LIST
734030008184|16975164|DUM DUM|TEDASHII FEAT. LECRAE|DUM DUM
734030008184|16886726|RIOT|TEDASHII|RIOT
734030008184|16434175|NEED IT DAILY|TEDASHII FEAT. PRO|NEED IT DAILY
746420043152|2073848|GLORIA: IN EXCELSIS DEO|PATTI SMITH|GLORIA: IN EXCELSIS DEO
746420043152|2073148|DANCING BAREFOOT|PATTI SMITH|DANCING BAREFOOT
746420043152|5203546|SMELLS LIKE TEEN SPIRIT|PATTI SMITH|SMELLS LIKE TEEN SPIRIT
746420043882|3368429|FREAK ON A LEASH|KORN|FREAK ON A LEASH
746420043882|3143211|FALLING AWAY FROM ME|KORN|FALLING AWAY FROM ME
746420043882|3344333|BLIND|KORN|BLIND
746420082093|3361627|ON A SLOW BOAT TO CHINA|BETTE MIDLER|ON A SLOW BOAT TO CHINA
746420082093|3359569|I WON'T BE THE ONE TO LET GO (|BARBRA STREISAND|I WON'T BE THE ONE TO LET GO (
746420082093|9009203|ISLANDS IN THE STREAM|BARRY MANILOW|ISLANDS IN THE STREAM
746420094445|3339381|BRICK|BEN FOLDS FIVE|BRICK
746420094445|3351240|THE LUCKIEST|BEN FOLDS|THE LUCKIEST
746420094445|8454436|YOU DON'T KNOW ME|BEN FOLDS FEAT. REGINA SPEKTOR |YOU DON'T KNOW ME
746420095576|3357162|MY FAVORITE THINGS|TONY BENNETT|MY FAVORITE THINGS
746420095576|3352654|WINTER WONDERLAND|TONY BENNETT|WINTER WONDERLAND
746420095576|3376031|HAVE YOURSELF A MERRY LITTLE C|TONY BENNETT|HAVE YOURSELF A MERRY LITTLE C
746420969602|750936|YOU'VE GOT ANOTHER THING COMIN|JUDAS PRIEST|YOU'VE GOT ANOTHER THING COMIN
746420969602|750938|LIVING AFTER MIDNIGHT|JUDAS PRIEST|LIVING AFTER MIDNIGHT
746420969602|750933|BREAKING THE LAW|JUDAS PRIEST|BREAKING THE LAW
748330005400|18554489|SMART|GIRL IN A COMA|SMART
748330005400|18554490|SHE HAD A PLAN|GIRL IN A COMA|SHE HAD A PLAN
748330005400|18554488|ONE EYED FOOL|GIRL IN A COMA|ONE EYED FOOL
751950057147|17817495|REAL SLOW|MEGAFAUN|REAL SLOW
751950057147|17817498|HOPE YOU KNOW|MEGAFAUN|HOPE YOU KNOW
751950057147|17817497|GET RIGHT|MEGAFAUN|GET RIGHT
751970000011|3123842|SYMPATHIQUE|PINK MARTINI|SYMPATHIQUE
751970000011|3123840|AMADO MIO|PINK MARTINI|AMADO MIO
751970000011|5341490|HEY EUGENE!|PINK MARTINI|HEY EUGENE!
755970527407|17851711|JOHN LEE HOOKER FOR PRESIDENT|RY COODER|JOHN LEE HOOKER FOR PRESIDENT
755970527407|17393028|NO BANKER LEFT BEHIND|RY COODER|NO BANKER LEFT BEHIND
755970527407|13916772|QUICKSAND|RY COODER|QUICKSAND
755970527603|16769486|SLEEP WITH ONE EYE OPEN|CHRIS  THILE & MICHAEL DAVES|SLEEP WITH ONE EYE OPEN
755970527603|16769489|BURY ME BENEATH THE WILLOW|CHRIS  THILE & MICHAEL DAVES|BURY ME BENEATH THE WILLOW
755970527603|16769485|MY LITTLE GIRL IN TENNESSEE|CHRIS  THILE & MICHAEL DAVES|MY LITTLE GIRL IN TENNESSEE
756950080026|16949663|MODERN ART|BLACK LIPS|MODERN ART
756950080026|16949674|NEW DIRECTION|BLACK LIPS|NEW DIRECTION
756950080026|16886672|FAMILY TREE|BLACK LIPS|FAMILY TREE
760000001099|16197385|EN UN BESO LA VIDA|CHARLIE ZAA|EN UN BESO LA VIDA
760000001099|16197386|AMIGO DE QUE|CHARLIE ZAA|AMIGO DE QUE
760000001099|16197392|UN CORAZON DE MADERA|CHARLIE ZAA|UN CORAZON DE MADERA
760000003740|16071146|WE COULD HAPPEN|AJ RAFAEL|WE COULD HAPPEN
760000003740|16960317|WITHOUT YOU|AJ RAFAEL|WITHOUT YOU
760000003740|17112079|RED ROSES|AJ RAFAEL|RED ROSES
766680000102|16582821|LOVELY DAY|JILL SCOTT|LOVELY DAY
766680000102|3556651|COMES TO LIGHT (EVERYTHING)|JILL SCOTT|COMES TO LIGHT (EVERYTHING)
766680000102|17722157|THE LIGHT|JILL SCOTT|THE LIGHT
775130061334|17469422|BECAUSE BOOBS|PSYCHOSTICK|BECAUSE BOOBS
775130061334|17469417|NUMBERS (I CAN ONLY COUNT TO F|PSYCHOSTICK|NUMBERS (I CAN ONLY COUNT TO F
775130061334|17469421|SADFACE :(|PSYCHOSTICK|SADFACE :(
775170070068|17775160|I CAN GET LOVE|TORO Y MOI|I CAN GET LOVE
775170070068|17775159|SATURDAY LOVE|TORO Y MOI|SATURDAY LOVE
775170070068|17775156|ALL ALONE|TORO Y MOI|ALL ALONE
777750095765|6488618|CHRISTMAS MAKES ME CRY|MANDISA FEAT. MATTHEW WEST|CHRISTMAS MAKES ME CRY
777750095765|11584691|GIVE THIS CHRISTMAS AWAY|MATTHEW WEST FEAT. AMY GRANT |GIVE THIS CHRISTMAS AWAY
777750095765|15086085|ONE LAST CHRISTMAS|MATTHEW WEST|ONE LAST CHRISTMAS
777750476772|16457903|REACH|PETER FURLER|REACH
777750476772|17065796|I'M ALIVE|PETER FURLER|I'M ALIVE
777750476772|16706444|MATTER OF FAITH|PETER FURLER|MATTER OF FAITH
785270888156|8655836|I NEED A SILENT NIGHT|AMY GRANT|I NEED A SILENT NIGHT
785270888156|3185511|JOSEPH'S LULLABY|MERCYME|JOSEPH'S LULLABY
785270888156|9158491|YOU'RE HERE|FRANCESCA BATTISTELLI|YOU'RE HERE
786350087502|18828888|ELLA LO QUE QUIERE ES SALSA|VICTOR MANUELLE FEAT. VOLTIO   & JOWELL Y RANDY|ELLA LO QUE QUIERE ES SALSA
786350087502|18232203|SI TU ME BESAS|VICTOR MANUELLE|SI TU ME BESAS
786350087502|18828887|ELLA CAMBIO MI VIDA|VICTOR MANUELLE|ELLA CAMBIO MI VIDA
786350946772|17841400|AMOR CONFUSO|GERARDO ORTIZ|AMOR CONFUSO
786350946772|16378014|CARA A LA MUERTE|GERARDO ORTIZ|CARA A LA MUERTE
786350946772|17841393|AQUILES AFIRMO|GERARDO ORTIZ|AQUILES AFIRMO
793020383207|16582969|CAROUSEL|VANESSA CARLTON|CAROUSEL
793020383207|16774215|I DON'T WANT TO BE A BRIDE|VANESSA CARLTON|I DON'T WANT TO BE A BRIDE
